Energie,Count
96343.27284406987,0
1579437.2197363698,0
3062531.16662867,0
4545625.11352097,0
6028719.060413269,0
7511813.00730557,102
8994906.954197869,377
10478000.90109017,3
11961094.84798247,0
13444188.794874769,0
14927282.74176707,11
16410376.68865937,142
17893470.63555167,172
19376564.582443967,169
20859658.52933627,148
22342752.47622857,150
23825846.423120867,144
25308940.37001317,136
26792034.31690547,115
28275128.263797767,144
29758222.21069007,120
31241316.15758237,118
32724410.10447467,123
34207504.05136697,95
35690597.99825927,128
37173691.94515157,112
38656785.892043866,120
40139879.838936165,115
41622973.78582847,122
43106067.73272077,110
44589161.67961307,99
46072255.62650537,100
47555349.573397666,97
49038443.520289965,95
50521537.467182264,104
52004631.41407457,99
53487725.36096687,99
54970819.30785917,91
56453913.254751466,118
57937007.201643765,102
59420101.148536064,109
60903195.09542837,99
62386289.04232067,102
63869382.98921297,100
65352476.936105266,112
66835570.88299757,108
68318664.82988986,96
69801758.77678217,100
71284852.72367446,99
72767946.67056677,98
74251040.61745906,112
75734134.56435136,107
77217228.51124367,108
78700322.45813596,93
80183416.40502827,113
81666510.35192056,116
83149604.29881287,101
84632698.24570517,110
86115792.19259746,102
87598886.13948977,131
89081980.08638206,95
90565074.03327437,90
92048167.98016666,92
93531261.92705896,112
95014355.87395127,115
96497449.82084356,109
97980543.76773587,108
99463637.71462816,122
100946731.66152047,133
102429825.60841276,113
103912919.55530506,129
105396013.50219737,116
106879107.44908966,112
108362201.39598197,127
109845295.34287426,114
111328389.28976656,113
112811483.23665887,108
114294577.18355116,133
115777671.13044347,125
117260765.07733576,136
118743859.02422807,139
120226952.97112036,122
121710046.91801266,110
123193140.86490497,137
124676234.81179726,147
126159328.75868957,134
127642422.70558186,165
129125516.65247416,156
130608610.59936646,128
132091704.54625876,173
133574798.49315105,122
135057892.4400434,145
136540986.38693565,131
138024080.33382797,137
139507174.28072023,175
140990268.22761256,119
142473362.17450488,139
143956456.12139714,110
145439550.06828946,119
146922644.01518178,120
148405737.96207404,127
149888831.90896636,138
151371925.85585868,118
152855019.80275095,138
154338113.74964327,140
155821207.6965356,124
157304301.64342785,134
158787395.59032017,148
160270489.5372125,143
161753583.48410475,166
163236677.43099707,108
164719771.37788934,120
166202865.32478166,134
167685959.27167398,135
169169053.21856624,127
170652147.16545856,109
172135241.11235088,129
173618335.05924314,129
175101429.00613546,114
176584522.95302778,133
178067616.89992005,123
179550710.84681237,138
181033804.7937047,139
182516898.74059695,138
183999992.68748927,130
185483086.63438153,102
186966180.58127385,111
188449274.52816617,125
189932368.47505844,147
191415462.42195076,144
192898556.36884308,119
194381650.31573534,116
195864744.26262766,110
197347838.20951998,122
198830932.15641224,136
200314026.10330456,114
201797120.0501969,116
203280213.99708915,119
204763307.94398147,122
206246401.89087373,120
207729495.83776605,93
209212589.78465837,92
210695683.73155063,102
212178777.67844296,96
213661871.62533528,120
215144965.57222754,97
216628059.51911986,117
218111153.46601218,104
219594247.41290444,111
221077341.35979676,94
222560435.30668908,94
224043529.25358135,111
225526623.20047367,100
227009717.147366,106
228492811.09425825,73
229975905.04115057,99
231458998.98804283,83
232942092.93493515,75
234425186.88182747,96
235908280.82871974,97
237391374.77561206,88
238874468.72250438,88
240357562.66939664,80
241840656.61628896,73
243323750.56318128,92
244806844.51007354,77
246289938.45696586,97
247773032.40385818,96
249256126.35075045,74
250739220.29764277,77
252222314.24453503,84
253705408.19142735,69
255188502.13831967,103
256671596.08521193,96
258154690.03210425,81
259637783.97899657,86
261120877.92588884,71
262603971.87278116,75
264087065.81967348,79
265570159.76656574,77
267053253.71345806,72
268536347.6603503,75
270019441.60724264,90
271502535.55413496,71
272985629.5010272,65
274468723.44791955,85
275951817.39481187,66
277434911.34170413,71
278918005.28859645,66
280401099.2354887,86
281884193.18238103,65
283367287.12927336,90
284850381.0761656,65
286333475.02305794,70
287816568.96995026,72
289299662.9168425,65
290782756.86373484,81
292265850.81062716,74
293748944.7575194,82
295232038.70441175,124
296715132.65130407,73
298198226.5981963,81
299681320.54508865,56
301164414.4919809,62
302647508.43887323,75
304130602.38576555,74
305613696.3326578,60
307096790.27955014,70
308579884.22644246,59
310062978.1733347,61
311546072.12022704,76
313029166.06711936,71
314512260.0140116,68
315995353.96090394,69
317478447.90779626,57
318961541.8546885,64
320444635.80158085,65
321927729.74847317,64
323410823.6953654,57
324893917.64225775,61
326377011.58915,66
327860105.53604233,62
329343199.48293465,66
330826293.4298269,62
332309387.37671924,74
333792481.32361156,58
335275575.2705038,59
336758669.21739614,53
338241763.16428846,61
339724857.1111807,69
341207951.05807304,53
342691045.00496536,71
344174138.9518576,55
345657232.89874995,52
347140326.8456422,76
348623420.79253453,65
350106514.73942685,82
351589608.6863191,227
353072702.63321143,143
354555796.58010375,58
356038890.526996,56
357521984.47388834,61
359005078.42078066,56
360488172.3676729,34
361971266.31456524,38
363454360.26145756,43
364937454.2083498,47
366420548.15524215,51
367903642.1021344,43
369386736.0490267,50
370869829.99591905,57
372352923.9428113,45
373836017.88970363,47
375319111.83659595,61
376802205.7834882,56
378285299.73038054,51
379768393.67727286,58
381251487.6241651,56
382734581.57105744,47
384217675.51794976,57
385700769.464842,52
387183863.41173434,49
388666957.35862666,66
390150051.3055189,52
391633145.25241125,57
393116239.1993035,55
394599333.1461958,51
396082427.09308815,55
397565521.0399804,48
399048614.98687273,43
400531708.93376505,52
402014802.8806573,42
403497896.82754964,39
404980990.77444196,66
406464084.7213342,36
407947178.66822654,47
409430272.61511886,43
410913366.5620111,45
412396460.50890344,66
413879554.4557957,47
415362648.402688,55
416845742.34958035,40
418328836.2964726,49
419811930.24336493,42
421295024.19025725,60
422778118.1371495,49
424261212.08404183,39
425744306.03093415,55
427227399.9778264,50
428710493.92471874,51
430193587.87161106,38
431676681.8185033,55
433159775.76539564,43
434642869.7122879,30
436125963.6591802,43
437609057.60607255,51
439092151.5529648,52
440575245.4998571,42
442058339.44674945,39
443541433.3936417,39
445024527.34053403,47
446507621.28742635,33
447990715.2343186,50
449473809.18121094,40
450956903.12810326,37
452439997.0749955,35
453923091.02188784,28
455406184.96878016,35
456889278.9156724,38
458372372.86256474,36
459855466.809457,34
461338560.7563493,30
462821654.70324165,33
464304748.6501339,42
465787842.5970262,38
467270936.54391855,37
468754030.4908108,36
470237124.43770313,38
471720218.38459545,39
473203312.3314877,32
474686406.27838004,31
476169500.22527236,42
477652594.1721646,37
479135688.11905694,37
480618782.0659492,29
482101876.0128415,29
483584969.95973384,33
485068063.9066261,42
486551157.8535184,31
488034251.80041075,33
489517345.747303,32
491000439.69419533,24
492483533.64108765,23
493966627.5879799,25
495449721.53487223,42
496932815.48176455,32
498415909.4286568,21
499899003.37554914,36
501382097.3224414,25
502865191.2693337,39
504348285.21622604,25
505831379.1631183,35
507314473.1100106,16
508797567.05690295,47
510280661.0037952,55
511763754.9506875,50
513246848.89757985,28
514729942.8444721,38
516213036.79136443,34
517696130.73825675,38
519179224.685149,21
520662318.63204134,34
522145412.57893366,27
523628506.5258259,37
525111600.47271824,25
526594694.4196105,24
528077788.3665028,22
529560882.31339514,26
531043976.2602874,28
532527070.2071797,26
534010164.15407205,18
535493258.10096437,23
536976352.0478567,25
538459445.994749,31
539942539.9416413,32
541425633.8885336,33
542908727.8354259,27
544391821.7823182,30
545874915.7292105,25
547358009.6761028,27
548841103.6229951,21
550324197.5698874,27
551807291.5167797,22
553290385.463672,18
554773479.4105643,28
556256573.3574566,26
557739667.3043488,25
559222761.2512412,31
560705855.1981335,12
562188949.1450257,26
563672043.0919181,32
565155137.0388104,23
566638230.9857026,22
568121324.932595,32
569604418.8794873,26
571087512.8263795,26
572570606.7732719,21
574053700.7201642,15
575536794.6670564,34
577019888.6139488,24
578502982.5608411,33
579986076.5077333,21
581469170.4546257,26
582952264.401518,20
584435358.3484102,23
585918452.2953026,28
587401546.2421949,26
588884640.1890872,14
590367734.1359795,22
591850828.0828718,17
593333922.029764,20
594817015.9766564,28
596300109.9235487,19
597783203.870441,10
599266297.8173333,25
600749391.7642256,16
602232485.7111179,26
603715579.6580101,33
605198673.6049025,47
606681767.5517948,93
608164861.498687,250
609647955.4455794,292
611131049.3924717,166
612614143.3393639,20
614097237.2862563,22
615580331.2331486,20
617063425.1800408,19
618546519.1269332,12
620029613.0738255,11
621512707.0207177,27
622995800.9676101,16
624478894.9145024,11
625961988.8613946,12
627445082.808287,28
628928176.7551793,10
630411270.7020715,24
631894364.6489639,17
633377458.5958562,19
634860552.5427485,20
636343646.4896408,19
637826740.4365331,22
639309834.3834254,20
640792928.3303177,17
642276022.27721,14
643759116.2241023,25
645242210.1709946,19
646725304.1178869,14
648208398.0647792,14
649691492.0116714,13
651174585.9585638,11
652657679.9054561,12
654140773.8523483,15
655623867.7992407,21
657106961.746133,21
658590055.6930252,20
660073149.6399176,15
661556243.5868099,18
663039337.5337021,23
664522431.4805945,29
666005525.4274868,29
667488619.374379,23
668971713.3212714,22
670454807.2681637,16
671937901.215056,15
673420995.1619483,13
674904089.1088406,14
676387183.0557328,16
677870277.0026252,14
679353370.9495175,22
680836464.8964097,19
682319558.8433021,19
683802652.7901944,24
685285746.7370867,15
686768840.683979,16
688251934.6308713,17
689735028.5777636,12
691218122.5246558,17
692701216.4715482,25
694184310.4184405,24
695667404.3653327,15
697150498.3122251,23
698633592.2591174,21
700116686.2060096,14
701599780.152902,18
703082874.0997943,17
704565968.0466865,21
706049061.9935789,20
707532155.9404712,13
709015249.8873634,22
710498343.8342558,13
711981437.7811481,12
713464531.7280403,15
714947625.6749327,20
716430719.621825,16
717913813.5687172,22
719396907.5156096,15
720880001.4625019,14
722363095.4093941,15
723846189.3562865,24
725329283.3031788,25
726812377.250071,16
728295471.1969634,21
