Energie,Count
96343.27284406987,0
1579437.2197363698,0
3062531.16662867,0
4545625.11352097,0
6028719.060413269,0
7511813.00730557,133
8994906.954197869,492
10478000.90109017,2
11961094.84798247,0
13444188.794874769,0
14927282.74176707,20
16410376.68865937,206
17893470.63555167,290
19376564.582443967,263
20859658.52933627,255
22342752.47622857,232
23825846.423120867,213
25308940.37001317,210
26792034.31690547,211
28275128.263797767,214
29758222.21069007,199
31241316.15758237,178
32724410.10447467,186
34207504.05136697,202
35690597.99825927,201
37173691.94515157,197
38656785.892043866,216
40139879.838936165,222
41622973.78582847,180
43106067.73272077,174
44589161.67961307,160
46072255.62650537,186
47555349.573397666,171
49038443.520289965,214
50521537.467182264,188
52004631.41407457,190
53487725.36096687,168
54970819.30785917,172
56453913.254751466,153
57937007.201643765,160
59420101.148536064,177
60903195.09542837,161
62386289.04232067,169
63869382.98921297,163
65352476.936105266,168
66835570.88299757,165
68318664.82988986,172
69801758.77678217,160
71284852.72367446,139
72767946.67056677,200
74251040.61745906,209
75734134.56435136,184
77217228.51124367,170
78700322.45813596,186
80183416.40502827,157
81666510.35192056,151
83149604.29881287,173
84632698.24570517,209
86115792.19259746,160
87598886.13948977,170
89081980.08638206,171
90565074.03327437,187
92048167.98016666,181
93531261.92705896,199
95014355.87395127,173
96497449.82084356,172
97980543.76773587,161
99463637.71462816,178
100946731.66152047,199
102429825.60841276,167
103912919.55530506,171
105396013.50219737,200
106879107.44908966,204
108362201.39598197,198
109845295.34287426,201
111328389.28976656,214
112811483.23665887,208
114294577.18355116,197
115777671.13044347,203
117260765.07733576,193
118743859.02422807,222
120226952.97112036,236
121710046.91801266,202
123193140.86490497,224
124676234.81179726,222
126159328.75868957,230
127642422.70558186,218
129125516.65247416,205
130608610.59936646,220
132091704.54625876,252
133574798.49315105,207
135057892.4400434,244
136540986.38693565,223
138024080.33382797,243
139507174.28072023,219
140990268.22761256,216
142473362.17450488,234
143956456.12139714,234
145439550.06828946,214
146922644.01518178,223
148405737.96207404,212
149888831.90896636,262
151371925.85585868,236
152855019.80275095,260
154338113.74964327,234
155821207.6965356,242
157304301.64342785,227
158787395.59032017,219
160270489.5372125,186
161753583.48410475,203
163236677.43099707,210
164719771.37788934,201
166202865.32478166,202
167685959.27167398,179
169169053.21856624,175
170652147.16545856,212
172135241.11235088,211
173618335.05924314,206
175101429.00613546,207
176584522.95302778,202
178067616.89992005,221
179550710.84681237,192
181033804.7937047,219
182516898.74059695,225
183999992.68748927,197
185483086.63438153,207
186966180.58127385,191
188449274.52816617,222
189932368.47505844,167
191415462.42195076,211
192898556.36884308,177
194381650.31573534,220
195864744.26262766,187
197347838.20951998,181
198830932.15641224,199
200314026.10330456,216
201797120.0501969,185
203280213.99708915,193
204763307.94398147,175
206246401.89087373,164
207729495.83776605,179
209212589.78465837,187
210695683.73155063,163
212178777.67844296,177
213661871.62533528,165
215144965.57222754,168
216628059.51911986,151
218111153.46601218,172
219594247.41290444,149
221077341.35979676,151
222560435.30668908,172
224043529.25358135,146
225526623.20047367,152
227009717.147366,150
228492811.09425825,128
229975905.04115057,164
231458998.98804283,158
232942092.93493515,140
234425186.88182747,152
235908280.82871974,156
237391374.77561206,115
238874468.72250438,147
240357562.66939664,139
241840656.61628896,207
243323750.56318128,153
244806844.51007354,155
246289938.45696586,155
247773032.40385818,129
249256126.35075045,138
250739220.29764277,155
252222314.24453503,144
253705408.19142735,123
255188502.13831967,139
256671596.08521193,128
258154690.03210425,126
259637783.97899657,126
261120877.92588884,134
262603971.87278116,111
264087065.81967348,122
265570159.76656574,123
267053253.71345806,118
268536347.6603503,141
270019441.60724264,138
271502535.55413496,109
272985629.5010272,108
274468723.44791955,112
275951817.39481187,117
277434911.34170413,128
278918005.28859645,129
280401099.2354887,120
281884193.18238103,119
283367287.12927336,142
284850381.0761656,104
286333475.02305794,108
287816568.96995026,101
289299662.9168425,103
290782756.86373484,103
292265850.81062716,111
293748944.7575194,220
295232038.70441175,436
296715132.65130407,172
298198226.5981963,98
299681320.54508865,127
301164414.4919809,118
302647508.43887323,91
304130602.38576555,116
305613696.3326578,117
307096790.27955014,101
308579884.22644246,91
310062978.1733347,92
311546072.12022704,105
313029166.06711936,108
314512260.0140116,87
315995353.96090394,94
317478447.90779626,99
318961541.8546885,119
320444635.80158085,96
321927729.74847317,91
323410823.6953654,108
324893917.64225775,101
326377011.58915,91
327860105.53604233,93
329343199.48293465,111
330826293.4298269,99
332309387.37671924,93
333792481.32361156,93
335275575.2705038,101
336758669.21739614,111
338241763.16428846,86
339724857.1111807,89
341207951.05807304,87
342691045.00496536,74
344174138.9518576,89
345657232.89874995,98
347140326.8456422,89
348623420.79253453,104
350106514.73942685,229
351589608.6863191,700
353072702.63321143,439
354555796.58010375,93
356038890.526996,85
357521984.47388834,78
359005078.42078066,78
360488172.3676729,79
361971266.31456524,78
363454360.26145756,80
364937454.2083498,89
366420548.15524215,75
367903642.1021344,80
369386736.0490267,62
370869829.99591905,64
372352923.9428113,65
373836017.88970363,82
375319111.83659595,75
376802205.7834882,94
378285299.73038054,69
379768393.67727286,89
381251487.6241651,61
382734581.57105744,102
384217675.51794976,85
385700769.464842,81
387183863.41173434,83
388666957.35862666,93
390150051.3055189,85
391633145.25241125,79
393116239.1993035,62
394599333.1461958,76
396082427.09308815,85
397565521.0399804,96
399048614.98687273,78
400531708.93376505,72
402014802.8806573,88
403497896.82754964,107
404980990.77444196,83
406464084.7213342,68
407947178.66822654,84
409430272.61511886,78
410913366.5620111,76
412396460.50890344,81
413879554.4557957,73
415362648.402688,82
416845742.34958035,62
418328836.2964726,82
419811930.24336493,61
421295024.19025725,60
422778118.1371495,70
424261212.08404183,87
425744306.03093415,76
427227399.9778264,75
428710493.92471874,76
430193587.87161106,67
431676681.8185033,54
433159775.76539564,69
434642869.7122879,63
436125963.6591802,47
437609057.60607255,50
439092151.5529648,62
440575245.4998571,55
442058339.44674945,54
443541433.3936417,56
445024527.34053403,52
446507621.28742635,48
447990715.2343186,66
449473809.18121094,51
450956903.12810326,54
452439997.0749955,55
453923091.02188784,62
455406184.96878016,53
456889278.9156724,55
458372372.86256474,45
459855466.809457,47
461338560.7563493,65
462821654.70324165,55
464304748.6501339,46
465787842.5970262,49
467270936.54391855,44
468754030.4908108,51
470237124.43770313,43
471720218.38459545,61
473203312.3314877,46
474686406.27838004,50
476169500.22527236,45
477652594.1721646,50
479135688.11905694,35
480618782.0659492,60
482101876.0128415,36
483584969.95973384,37
485068063.9066261,42
486551157.8535184,43
488034251.80041075,48
489517345.747303,41
491000439.69419533,48
492483533.64108765,39
493966627.5879799,57
495449721.53487223,49
496932815.48176455,39
498415909.4286568,37
499899003.37554914,39
501382097.3224414,36
502865191.2693337,47
504348285.21622604,43
505831379.1631183,34
507314473.1100106,40
508797567.05690295,46
510280661.0037952,58
511763754.9506875,64
513246848.89757985,42
514729942.8444721,44
516213036.79136443,38
517696130.73825675,33
519179224.685149,39
520662318.63204134,30
522145412.57893366,30
523628506.5258259,42
525111600.47271824,30
526594694.4196105,39
528077788.3665028,29
529560882.31339514,39
531043976.2602874,31
532527070.2071797,26
534010164.15407205,40
535493258.10096437,39
536976352.0478567,35
538459445.994749,30
539942539.9416413,32
541425633.8885336,28
542908727.8354259,42
544391821.7823182,43
545874915.7292105,28
547358009.6761028,31
548841103.6229951,33
550324197.5698874,44
551807291.5167797,35
553290385.463672,38
554773479.4105643,45
556256573.3574566,26
557739667.3043488,32
559222761.2512412,34
560705855.1981335,40
562188949.1450257,35
563672043.0919181,36
565155137.0388104,37
566638230.9857026,34
568121324.932595,30
569604418.8794873,26
571087512.8263795,23
572570606.7732719,30
574053700.7201642,41
575536794.6670564,25
577019888.6139488,42
578502982.5608411,34
579986076.5077333,34
581469170.4546257,32
582952264.401518,26
584435358.3484102,36
585918452.2953026,33
587401546.2421949,23
588884640.1890872,23
590367734.1359795,26
591850828.0828718,25
593333922.029764,44
594817015.9766564,26
596300109.9235487,39
597783203.870441,32
599266297.8173333,43
600749391.7642256,44
602232485.7111179,42
603715579.6580101,41
605198673.6049025,63
606681767.5517948,183
608164861.498687,508
609647955.4455794,552
611131049.3924717,295
612614143.3393639,46
614097237.2862563,23
615580331.2331486,40
617063425.1800408,25
618546519.1269332,32
620029613.0738255,20
621512707.0207177,19
622995800.9676101,23
624478894.9145024,22
625961988.8613946,27
627445082.808287,18
628928176.7551793,25
630411270.7020715,26
631894364.6489639,27
633377458.5958562,32
634860552.5427485,22
636343646.4896408,34
637826740.4365331,24
639309834.3834254,25
640792928.3303177,18
642276022.27721,18
643759116.2241023,22
645242210.1709946,17
646725304.1178869,26
648208398.0647792,21
649691492.0116714,17
651174585.9585638,25
652657679.9054561,18
654140773.8523483,21
655623867.7992407,13
657106961.746133,14
658590055.6930252,20
660073149.6399176,17
661556243.5868099,20
663039337.5337021,35
664522431.4805945,30
666005525.4274868,41
667488619.374379,29
668971713.3212714,17
670454807.2681637,27
671937901.215056,19
673420995.1619483,24
674904089.1088406,24
676387183.0557328,14
677870277.0026252,19
679353370.9495175,24
680836464.8964097,30
682319558.8433021,20
683802652.7901944,17
685285746.7370867,27
686768840.683979,14
688251934.6308713,22
689735028.5777636,17
691218122.5246558,20
692701216.4715482,18
694184310.4184405,19
695667404.3653327,15
697150498.3122251,27
698633592.2591174,19
700116686.2060096,21
701599780.152902,20
703082874.0997943,31
704565968.0466865,36
706049061.9935789,23
707532155.9404712,16
709015249.8873634,18
710498343.8342558,28
711981437.7811481,14
713464531.7280403,10
714947625.6749327,24
716430719.621825,18
717913813.5687172,17
719396907.5156096,9
720880001.4625019,22
722363095.4093941,27
723846189.3562865,16
725329283.3031788,20
726812377.250071,19
728295471.1969634,28
