Energie,Count
729778565.1438557,14
731261659.090748,18
732744753.0376403,13
734227846.9845326,13
735710940.9314249,18
737194034.8783171,19
738677128.8252095,20
740160222.7721018,11
741643316.718994,15
743126410.6658864,15
744609504.6127787,17
746092598.5596709,18
747575692.5065633,13
749058786.4534556,15
750541880.4003478,14
752024974.3472402,17
753508068.2941325,22
754991162.2410247,10
756474256.1879171,11
757957350.1348094,19
759440444.0817016,10
760923538.028594,11
762406631.9754863,20
763889725.9223785,19
765372819.8692709,32
766855913.8161632,46
768339007.7630554,44
769822101.7099478,40
771305195.6568401,22
772788289.6037323,10
774271383.5506247,14
775754477.497517,8
777237571.4444093,17
778720665.3913016,5
780203759.3381939,17
781686853.2850862,13
783169947.2319784,12
784653041.1788708,24
786136135.125763,22
787619229.0726553,17
789102323.0195477,13
790585416.96644,20
792068510.9133322,14
793551604.8602246,14
795034698.8071169,12
796517792.7540091,9
798000886.7009015,15
799483980.6477938,16
800967074.594686,13
802450168.5415784,10
803933262.4884707,20
805416356.4353629,24
806899450.3822553,28
808382544.3291476,17
809865638.2760398,14
811348732.2229322,18
812831826.1698245,10
814314920.1167167,13
815798014.0636091,25
817281108.0105014,12
818764201.9573936,10
820247295.904286,11
821730389.8511783,10
823213483.7980705,18
824696577.7449629,17
826179671.6918552,5
827662765.6387475,16
829145859.5856397,15
830628953.5325321,17
832112047.4794244,11
833595141.4263166,14
835078235.373209,8
836561329.3201013,13
838044423.2669935,13
839527517.2138859,17
841010611.1607782,14
842493705.1076704,9
843976799.0545628,12
845459893.0014551,10
846942986.9483473,15
848426080.8952397,12
849909174.842132,12
851392268.7890242,14
852875362.7359166,19
854358456.6828089,15
855841550.6297011,16
857324644.5765935,15
858807738.5234858,10
860290832.470378,13
861773926.4172704,12
863257020.3641627,11
864740114.311055,20
866223208.2579473,13
867706302.2048396,8
869189396.1517318,16
870672490.0986241,16
872155584.0455165,10
873638677.9924088,16
875121771.939301,18
876604865.8861934,12
878087959.8330857,13
879571053.7799779,10
881054147.7268703,20
882537241.6737626,18
884020335.6206548,10
885503429.5675472,13
886986523.5144395,15
888469617.4613317,9
889952711.4082241,16
891435805.3551164,13
892918899.3020086,14
894401993.248901,15
895885087.1957933,11
897368181.1426855,12
898851275.0895779,16
900334369.0364702,12
901817462.9833624,13
