-0.09091	-0.00428
-0.08949	-0.00428
-0.08807	-0.00427
-0.08665	-0.00427
-0.08524	-0.00427
-0.08382	-0.00427
-0.08240	-0.00427
-0.08098	-0.00427
-0.07956	-0.00427
-0.07814	-0.00427
-0.07672	-0.00427
-0.07530	-0.00427
-0.07389	-0.00426
-0.07247	-0.00426
-0.07105	-0.00426
-0.06963	-0.00426
-0.06821	-0.00426
-0.06679	-0.00426
-0.06537	-0.00426
-0.06395	-0.00426
-0.06254	-0.00425
-0.06112	-0.00425
-0.05970	-0.00425
-0.05828	-0.00425
-0.05686	-0.00425
-0.05544	-0.00425
-0.05402	-0.00425
-0.05260	-0.00424
-0.05119	-0.00424
-0.04977	-0.00424
-0.04835	-0.00424
-0.04693	-0.00424
-0.04551	-0.00424
-0.04409	-0.00423
-0.04267	-0.00423
-0.04125	-0.00423
-0.03984	-0.00423
-0.03842	-0.00423
-0.03700	-0.00423
-0.03558	-0.00422
-0.03416	-0.00422
-0.03274	-0.00422
-0.03132	-0.00422
-0.02990	-0.00422
-0.02849	-0.00421
-0.02707	-0.00421
-0.02565	-0.00421
-0.02423	-0.00421
-0.02281	-0.00420
-0.02139	-0.00420
-0.01997	-0.00420
-0.01856	-0.00420
-0.01714	-0.00419
-0.01572	-0.00419
-0.01430	-0.00419
-0.01288	-0.00419
-0.01146	-0.00418
-0.01004	-0.00418
-0.00862	-0.00418
-0.00721	-0.00418
-0.00579	-0.00417
-0.00437	-0.00417
-0.00295	-0.00417
-0.00153	-0.00416
-0.00011	-0.00416
0.00131	-0.00416
0.00273	-0.00415
0.00414	-0.00415
0.00556	-0.00415
0.00698	-0.00414
0.00840	-0.00414
0.00982	-0.00414
0.01124	-0.00413
0.01266	-0.00413
0.01408	-0.00413
0.01549	-0.00412
0.01691	-0.00412
0.01833	-0.00411
0.01975	-0.00411
0.02117	-0.00411
0.02259	-0.00410
0.02401	-0.00410
0.02543	-0.00409
0.02684	-0.00409
0.02826	-0.00408
0.02968	-0.00408
0.03110	-0.00407
0.03252	-0.00407
0.03394	-0.00406
0.03536	-0.00406
0.03677	-0.00405
0.03819	-0.00405
0.03961	-0.00404
0.04103	-0.00404
0.04245	-0.00403
0.04387	-0.00402
0.04529	-0.00402
0.04671	-0.00401
0.04812	-0.00401
0.04954	-0.00400
0.05096	-0.00399
0.05238	-0.00399
0.05380	-0.00398
0.05522	-0.00397
0.05664	-0.00397
0.05806	-0.00396
0.05947	-0.00395
0.06089	-0.00394
0.06231	-0.00394
0.06373	-0.00393
0.06515	-0.00392
0.06657	-0.00391
0.06799	-0.00390
0.06941	-0.00390
0.07082	-0.00389
0.07224	-0.00388
0.07366	-0.00387
0.07508	-0.00386
0.07650	-0.00385
0.07792	-0.00384
0.07934	-0.00383
0.08076	-0.00382
0.08217	-0.00381
0.08359	-0.00380
0.08501	-0.00379
0.08643	-0.00378
0.08785	-0.00377
0.08927	-0.00376
0.09069	-0.00375
0.09211	-0.00374
0.09352	-0.00372
0.09494	-0.00371
0.09636	-0.00370
0.09778	-0.00369
0.09920	-0.00368
0.10062	-0.00366
0.10204	-0.00365
0.10345	-0.00364
0.10487	-0.00362
0.10629	-0.00361
0.10771	-0.00359
0.10913	-0.00358
0.11055	-0.00356
0.11197	-0.00355
0.11339	-0.00353
0.11480	-0.00352
0.11622	-0.00350
0.11764	-0.00349
0.11906	-0.00347
0.12048	-0.00345
0.12190	-0.00343
0.12332	-0.00342
0.12474	-0.00340
0.12615	-0.00338
0.12757	-0.00336
0.12899	-0.00334
0.13041	-0.00332
0.13183	-0.00330
0.13325	-0.00328
0.13467	-0.00326
0.13609	-0.00324
0.13750	-0.00322
0.13892	-0.00320
0.14034	-0.00318
0.14176	-0.00315
0.14318	-0.00313
0.14460	-0.00311
0.14602	-0.00308
0.14744	-0.00306
0.14885	-0.00303
0.15027	-0.00301
0.15169	-0.00298
0.15311	-0.00295
0.15453	-0.00293
0.15595	-0.00290
0.15737	-0.00287
0.15879	-0.00284
0.16020	-0.00281
0.16162	-0.00278
0.16304	-0.00275
0.16446	-0.00272
0.16588	-0.00269
0.16730	-0.00266
0.16872	-0.00263
0.17013	-0.00259
0.17155	-0.00256
0.17297	-0.00253
0.17439	-0.00249
0.17581	-0.00246
0.17723	-0.00242
0.17865	-0.00238
0.18007	-0.00235
0.18148	-0.00231
0.18290	-0.00227
0.18432	-0.00223
0.18574	-0.00219
0.18716	-0.00215
0.18858	-0.00210
0.19000	-0.00206
0.19142	-0.00202
0.19283	-0.00197
0.19425	-0.00193
